DTXSID,PREFERRED NAME,casrn,INCHIKEY,IUPAC NAME,smiles,INCHI STRING,MOLECULAR FORMULA,AVERAGE MASS,MONOISOTOPIC MASS,# of SOURCES,# OF PUBMED ARTICLES,PUBCHEM DATA SOURCES,CPDAT COUNT,QC Level,# ToxCast Active,% ToxCast Active,Total Assays,predictions_model2
DTXSID90891080,"Benzenesulfonic acid, 4-chloro-2-[2-(2-hydroxy-1-naphthalenyl)diazenyl]-5-methyl-, barium salt (2:1)",73612-34-7,OTLKEWOVEAZDMR-UHFFFAOYSA-L,Barium bis{4-chloro-2-[(2-hydroxynaphthalen-1-yl)diazenyl]-5-methylbenzene-1-sulfonate},[Ba++].CC1=C(Cl)C=C(N=NC2=C3C=CC=CC3=CC=C2O)C(=C1)S([O-])(=O)=O.CC1=C(Cl)C=C(N=NC2=C3C=CC=CC3=CC=C2O)C(=C1)S([O-])(=O)=O,"InChI=1S/2C17H13ClN2O4S.Ba/c2*1-10-8-16(25(22,23)24)14(9-13(10)18)19-20-17-12-5-3-2-4-11(12)6-7-15(17)21;/h2*2-9,21H,1H3,(H,22,23,24);/q;;+2/p-2",C34H24BaCl2N4O8S2,888.93,887.946508,24,,10.0,,5, ,,,Inactive
DTXSID6020436,Dichlorodifluoromethane,75-71-8,PXBRQCKWGAHEHS-UHFFFAOYSA-N,Dichloro(difluoro)methane,FC(F)(Cl)Cl,"InChI=1S/CCl2F2/c2-1(3,4)5",CCl2F2,120.91,119.934512,150,67.0,65.0,857.0,2, ,,,Inactive
DTXSID20723921,Bicyclo[13.2.2]nonadecane,284-95-7,KPUJPHBCQBHKAS-UHFFFAOYSA-N,Bicyclo[13.2.2]nonadecane,[H]C12CCC([H])(CC1)CCCCCCCCCCCCC2,"InChI=1S/C19H36/c1-2-4-6-8-10-12-18-14-16-19(17-15-18)13-11-9-7-5-3-1/h18-19H,1-17H2",C19H36,264.497,264.281701,2,,5.0,,5, ,,,Inactive
DTXSID1064085,"Disodium 4,4'-diamino-9,9',10,10'-tetrahydro-9,9',10,10'-tetraoxo(1,1'-bianthracene)-3,3'-disulphonate",6022-22-6,OKHQKAVALRCESS-UHFFFAOYSA-L,"Disodium 4,4'-diamino-9,9',10,10'-tetraoxo-9,9',10,10'-tetrahydro[1,1'-bianthracene]-3,3'-disulfonate",[Na+].[Na+].NC1=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C(C=C1S([O-])(=O)=O)C1=CC(=C(N)C2=C1C(=O)C1=CC=CC=C1C2=O)S([O-])(=O)=O,"InChI=1S/C28H16N2O10S2.2Na/c29-23-17(41(35,36)37)9-15(19-21(23)27(33)13-7-3-1-5-11(13)25(19)31)16-10-18(42(38,39)40)24(30)22-20(16)26(32)12-6-2-4-8-14(12)28(22)34;;/h1-10H,29-30H2,(H,35,36,37)(H,38,39,40);;/q;2*+1/p-2",C28H14N2Na2O10S2,648.52,647.988526,26,,14.0,,2, ,,,Inactive
DTXSID7067299,"7-Amino-1,3,5-naphthalenetrisulfonic acid",27310-25-4,HKTWHHAJDJCUPC-UHFFFAOYSA-N,"7-Aminonaphthalene-1,3,5-trisulfonic acid",NC1=CC2=C(C=C(C=C2C(=C1)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O,"InChI=1S/C10H9NO9S3/c11-5-1-7-8(9(2-5)22(15,16)17)3-6(21(12,13)14)4-10(7)23(18,19)20/h1-4H,11H2,(H,12,13,14)(H,15,16,17)(H,18,19,20)",C10H9NO9S3,383.36,382.943944,29,,56.0,,3, ,,,Inactive
DTXSID6072421,"Ethanone, 1-(3-hydroxyphenyl)-2-[methyl(phenylmethyl)amino]-, hydrochloride",71786-67-9,QGHUDAOMXLLADV-UHFFFAOYSA-N,2-[Benzyl(methyl)amino]-1-(3-hydroxyphenyl)ethan-1-one--hydrogen chloride (1/1),Cl.CN(CC(=O)C1=CC(O)=CC=C1)CC1=CC=CC=C1,"InChI=1S/C16H17NO2.ClH/c1-17(11-13-6-3-2-4-7-13)12-16(19)14-8-5-9-15(18)10-14;/h2-10,18H,11-12H2,1H3;1H",C16H18ClNO2,291.78,291.102606,20,,55.0,,3, ,,,Inhibitor_very weak
DTXSID1073153,"N,N'-Dimethylimidazolidinone",80-73-9,CYSGHNMQYZDMIA-UHFFFAOYSA-N,"1,3-Dimethylimidazolidin-2-one",CN1CCN(C)C1=O,"InChI=1S/C5H10N2O/c1-6-3-4-7(2)5(6)8/h3-4H2,1-2H3",C5H10N2O,114.148,114.079313,78,,146.0,6.0,3, ,,,Inactive
DTXSID10188969,"5-Amino-2,4,6-triiodoisophthalic acid",35453-19-1,JEZJSNULLBSYHV-UHFFFAOYSA-N,"5-Amino-2,4,6-triiodobenzene-1,3-dicarboxylic acid",NC1=C(I)C(C(O)=O)=C(I)C(C(O)=O)=C1I,"InChI=1S/C8H4I3NO4/c9-3-1(7(13)14)4(10)6(12)5(11)2(3)8(15)16/h12H2,(H,13,14)(H,15,16)",C8H4I3NO4,558.836,558.727440,36,,134.0,,4, ,,,Inactive
DTXSID6044432,"1,8-Naphthalenediamine",479-27-6,YFOOEYJGMMJJLS-UHFFFAOYSA-N,"Naphthalene-1,8-diamine",NC1=CC=CC2=C1C(N)=CC=C2,"InChI=1S/C10H10N2/c11-8-5-1-3-7-4-2-6-9(12)10(7)8/h1-6H,11-12H2",C10H10N2,158.204,158.084398,80,9.0,126.0,1.0,2, ,,,Inactive
DTXSID5074921,"Benzenesulfonic acid, 2-amino-4,5-dichloro-",6331-96-0,AKLDPNVZTZIVFA-UHFFFAOYSA-N,"2-Amino-4,5-dichlorobenzene-1-sulfonic acid",NC1=C(C=C(Cl)C(Cl)=C1)S(O)(=O)=O,"InChI=1S/C6H5Cl2NO3S/c7-3-1-5(9)6(2-4(3)8)13(10,11)12/h1-2H,9H2,(H,10,11,12)",C6H5Cl2NO3S,242.07,240.936720,31,,72.0,,3, ,,,Inactive
DTXSID6029258,C.I. Pigment Orange 5,3468-63-1,HBHZKFOUIUMKHV-UHFFFAOYSA-N,"1-[(2,4-Dinitrophenyl)diazenyl]naphthalen-2-ol",OC1=C(N=NC2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O)C2=CC=CC=C2C=C1,"InChI=1S/C16H10N4O5/c21-15-8-5-10-3-1-2-4-12(10)16(15)18-17-13-7-6-11(19(22)23)9-14(13)20(24)25/h1-9,21H",C16H10N4O5,338.279,338.065119,89,2.0,68.0,91.0,2, ,,,Inactive
DTXSID2020397,"4,4'-Diamino-2,2'-stilbenedisulfonic acid, disodium salt",7336-20-1,YAKFHPREDNNSFX-UHFFFAOYSA-L,"Disodium 2,2'-(ethene-1,2-diyl)bis(5-aminobenzene-1-sulfonate)",[Na+].[Na+].NC1=CC(=C(C=CC2=C(C=C(N)C=C2)S([O-])(=O)=O)C=C1)S([O-])(=O)=O,"InChI=1S/C14H14N2O6S2.2Na/c15-11-5-3-9(13(7-11)23(17,18)19)1-2-10-4-6-12(16)8-14(10)24(20,21)22;;/h1-8H,15-16H2,(H,17,18,19)(H,20,21,22);;/q;2*+1/p-2",C14H12N2Na2O6S2,414.36,413.993217,37,21.0,10.0,,1, ,,,Inactive
DTXSID1029330,Methylhexahydrophthalic anhydride,25550-51-0,,,CC12CCCCC1C(=O)OC2=O,,,, ,42,,,,1, ,,,Inactive
DTXSID60894689,"Benzene, methylbis(phenylmethyl)-",26898-17-9,,,Cc1cccc(Cc2ccccc2)c1Cc3ccccc3,,,, ,29,,,,3, ,,,Inactive
DTXSID4062278,"2-Butanone, O,O',O''-(ethenylsilylidyne)trioxime",2224-33-1,WXWYJCSIHQKADM-UHFFFAOYSA-N,"N,N',N''-[(Ethenylsilanetriyl)tris(oxy)]tri(butan-2-imine)",CCC(C)=NO[Si](ON=C(C)CC)(ON=C(C)CC)C=C,"InChI=1S/C14H27N3O3Si/c1-8-12(5)15-18-21(11-4,19-16-13(6)9-2)20-17-14(7)10-3/h11H,4,8-10H2,1-3,5-7H3",C14H27N3O3Si,313.473,313.182168,57,,21.0,26.0,3, ,,,Inactive
DTXSID3074575,"2(1H)-Pyrimidinone, tetrahydro-1,3-dimethyl-",7226-23-5,GUVUOGQBMYCBQP-UHFFFAOYSA-N,"1,3-Dimethyl-1,3-diazinan-2-one",CN1CCCN(C)C1=O,"InChI=1S/C6H12N2O/c1-7-4-3-5-8(2)6(7)9/h3-5H2,1-2H3",C6H12N2O,128.175,128.094963,52,,120.0,,3, ,,,Inactive
DTXSID9029358,"[[(Phosphonomethyl)imino]bis[6,1-hexanediylnitrilobis(methylene)]]tetrakis-phosphonic acid",34690-00-1,YWMWZKYVGNWJPU-UHFFFAOYSA-N,"[Hexane-1,6-diylnitrilobis(methylene)]pentakis(phosphonic acid)",OP(O)(=O)CN(CCCCCCN(CP(O)(O)=O)CP(O)(O)=O)CCCCCCN(CP(O)(O)=O)CP(O)(O)=O,"InChI=1S/C17H44N3O15P5/c21-36(22,23)13-18(9-5-1-3-7-11-19(14-37(24,25)26)15-38(27,28)29)10-6-2-4-8-12-20(16-39(30,31)32)17-40(33,34)35/h1-17H2,(H2,21,22,23)(H2,24,25,26)(H2,27,28,29)(H2,30,31,32)(H2,33,34,35)",C17H44N3O15P5,685.414,685.146053,48,,49.0,3.0,1, ,,,Inactive
DTXSID30967273,"Calcium 4-[2-(4-methyl-2-sulfonatophenyl)hydrazinylidene]-3-oxo-3,4-dihydronaphthalene-2-carboxylate",5281-09-4,WANIKCLUTOABTP-UHFFFAOYSA-L,"Calcium 4-[2-(4-methyl-2-sulfonatophenyl)hydrazinylidene]-3-oxo-3,4-dihydronaphthalene-2-carboxylate",[Ca++].CC1=CC(=C(NN=C2C(=O)C(=CC3=CC=CC=C23)C([O-])=O)C=C1)S([O-])(=O)=O,"InChI=1S/C18H14N2O6S.Ca/c1-10-6-7-14(15(8-10)27(24,25)26)19-20-16-12-5-3-2-4-11(12)9-13(17(16)21)18(22)23;/h2-9,19H,1H3,(H,22,23)(H,24,25,26);/q;+2/p-2",C18H12CaN2O6S,424.44,424.004198,4,,37.0,,5, ,,,Inhibitor_weak
DTXSID50858755,Erythromycin thiocyanate,7704-67-8,WVRRTEYLDPNZHR-YZPBMOCRSA-N,"Thiocyanic acid--(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-{[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy}-14-ethyl-7,12,13-trihydroxy-4-{[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyl
oxan-2-yl]oxy}-3,5,7,9,11,13-hexamethyl-1-oxacyclotetradecane-2,10-dione (1/1) (non-preferred name)",SC#N.CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,"InChI=1S/C37H67NO13.CHNS/c1-14-25-37(10,45)30(41)20(4)27(39)18(2)16-35(8,44)32(51-34-28(40)24(38(11)12)15-19(3)47-34)21(5)29(22(6)33(43)49-25)50-26-17-36(9,46-13)31(42)23(7)48-26;2-1-3/h18-26,28-32,34,40-42,44-45H,14-17H2,1-13H3;3H/t18-,19-,20+,21+,22-,23+,24+,25-,26+,28-,29+,30-,31+,32-,34+,35-,36-,37-;/m1./s1",C38H68N2O13S,793.02,792.444211,30,9.0,43.0,,2, ,,,Inactive
DTXSID40108559,Ammonium perfluoro-2-methyl-3-oxahexanoate,62037-80-3,RJWVKMAIYPNUSL-UHFFFAOYSA-N,"Ammonium 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propanoate",[NH4+].[O-]C(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,"InChI=1S/C6HF11O3.H3N/c7-2(1(18)19,4(10,11)12)20-6(16,17)3(8,9)5(13,14)15;/h(H,18,19);1H3",C6H4F11NO3,347.084,347.001553,55,,13.0,,1, ,,,Inactive
DTXSID8047977,Benzyltrimethylammonium,14800-24-9,YOUGRGFIHBUKRS-UHFFFAOYSA-N,"N,N,N-Trimethyl(phenyl)methanaminium",C[N+](C)(C)CC1=CC=CC=C1,"InChI=1S/C10H16N/c1-11(2,3)9-10-7-5-4-6-8-10/h4-8H,9H2,1-3H3/q+1",C10H16N,150.244,150.127726,13,20.0,43.0,,2, ,,,Inactive
DTXSID1049566,Decyldimethylamine,1120-24-7,YWWNNLPSZSEZNZ-UHFFFAOYSA-N,"N,N-Dimethyldecan-1-amine",CCCCCCCCCCN(C)C,"InChI=1S/C12H27N/c1-4-5-6-7-8-9-10-11-12-13(2)3/h4-12H2,1-3H3",C12H27N,185.355,185.214350,57,,73.0,2.0,2, ,,,Inactive
DTXSID30363559,4'-Bromomethyl-2-cyanobiphenyl,114772-54-2,LFFIEVAMVPCZNA-UHFFFAOYSA-N,"4'-(Bromomethyl)[1,1'-biphenyl]-2-carbonitrile",BrCC1=CC=C(C=C1)C1=CC=CC=C1C#N,"InChI=1S/C14H10BrN/c15-9-11-5-7-12(8-6-11)14-4-2-1-3-13(14)10-16/h1-8H,9H2",C14H10BrN,272.145,270.999662,25,,126.0,,5, ,,,Inactive
DTXSID8021434,Vinyl chloride,75-01-4,BZHJMEDXRYGGRV-UHFFFAOYSA-N,Chloroethene,ClC=C,"InChI=1S/C2H3Cl/c1-2-3/h2H,1H2",C2H3Cl,62.5,61.992328,187,1496.0,142.0,257.0,2, ,,,Inactive
DTXSID30887947,"2-Oxiranemethanamine, N-[3-(2-oxiranylmethoxy)phenyl]-N-(2-oxiranylmethyl)-",71604-74-5,VAGOJLCWTUPBKD-UHFFFAOYSA-N,"3-[(Oxiran-2-yl)methoxy]-N,N-bis[(oxiran-2-yl)methyl]aniline",C(OC1=CC(=CC=C1)N(CC1CO1)CC1CO1)C1CO1,"InChI=1S/C15H19NO4/c1-2-11(4-12(3-1)17-9-15-10-20-15)16(5-13-7-18-13)6-14-8-19-14/h1-4,13-15H,5-10H2",C15H19NO4,277.32,277.131408,33,,19.0,,5, ,,,Inhibitor_very weak
DTXSID0021541,Chloromethane,74-87-3,NEHMKBQYUWJMIP-UHFFFAOYSA-N,Chloromethane,CCl,InChI=1S/CH3Cl/c1-2/h1H3,CH3Cl,50.49,49.992328,189,429.0,105.0,49.0,2, ,,,Inactive
DTXSID1022134,2H-Perfluoro-2-propanol,920-66-1,BYEAHWXPCBROCE-UHFFFAOYSA-N,"1,1,1,3,3,3-Hexafluoropropan-2-ol",OC(C(F)(F)F)C(F)(F)F,"InChI=1S/C3H2F6O/c4-2(5,6)1(10)3(7,8)9/h1,10H",C3H2F6O,168.038,168.000984,110,220.0,159.0,,2, ,,,Inactive
DTXSID9024142,Cyclonite,121-82-4,XTFIVUDBNACUBN-UHFFFAOYSA-N,"1,3,5-Trinitro-1,3,5-triazinane",[O-][N+](=O)N1CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O,InChI=1S/C3H6N6O6/c10-7(11)4-1-5(8(12)13)3-6(2-4)9(14)15/h1-3H2,C3H6N6O6,222.117,222.034882,146,472.0,72.0,71.0,2, ,,,Inactive
DTXSID4064715,"Benzenesulfonic acid, 3,4-diamino-",7474-78-4,FKSRSWQTEJTBMI-UHFFFAOYSA-N,"3,4-Diaminobenzene-1-sulfonic acid",NC1=CC=C(C=C1N)S(O)(=O)=O,"InChI=1S/C6H8N2O3S/c7-5-2-1-4(3-6(5)8)12(9,10)11/h1-3H,7-8H2,(H,9,10,11)",C6H8N2O3S,188.2,188.025563,31,,84.0,,3, ,,,Inactive
DTXSID60371405,2-Fluoro-6-(trifluoromethyl)pyridine,94239-04-0,IZOIOCQPMHHDHN-UHFFFAOYSA-N,2-Fluoro-6-(trifluoromethyl)pyridine,FC1=CC=CC(=N1)C(F)(F)F,"InChI=1S/C6H3F4N/c7-5-3-1-2-4(11-5)6(8,9)10/h1-3H",C6H3F4N,165.091,165.020162,24,,113.0,,5, ,,,Inhibitor_weak
DTXSID901010229,Nitrotoluene,1321-12-6,,,"CC1=CC=CC=C1.[O-][N+](*)=O |c:3,5,t:1,lp:7:3,10:2,m:9:6.5.4|",,C7H7NO2,137.138,137.047678,20,,,,4, ,,,Inactive
DTXSID30350742,4-Methylsulfonyl-2-nitrotoluene,1671-49-4,OXBDLEXAVKAJFD-UHFFFAOYSA-N,4-(Methanesulfonyl)-1-methyl-2-nitrobenzene,CC1=C(C=C(C=C1)S(C)(=O)=O)[N+]([O-])=O,"InChI=1S/C8H9NO4S/c1-6-3-4-7(14(2,12)13)5-8(6)9(10)11/h3-5H,1-2H3",C8H9NO4S,215.22,215.025229,29,,91.0,,5, ,,,Inactive
DTXSID2067290,2-Mercapto-4-methyl-1H-benzimidazole,27231-33-0,UDQCDDZBBZNIFA-UHFFFAOYSA-N,"4-Methyl-1,3-dihydro-2H-benzimidazole-2-thione",CC1=C2NC(=S)NC2=CC=C1,"InChI=1S/C8H8N2S/c1-5-3-2-4-6-7(5)10-8(11)9-6/h2-4H,1H3,(H2,9,10,11)",C8H8N2S,164.23,164.040819,14,,87.0,,1, ,,,Inactive
DTXSID2068507,"Benzenesulfonamide, 4-amino-2,5-dimethoxy-N-methyl-",49701-24-8,CISVVDNATRQDNU-UHFFFAOYSA-N,"4-Amino-2,5-dimethoxy-N-methylbenzene-1-sulfonamide",CNS(=O)(=O)C1=C(OC)C=C(N)C(OC)=C1,"InChI=1S/C9H14N2O4S/c1-11-16(12,13)9-5-7(14-2)6(10)4-8(9)15-3/h4-5,11H,10H2,1-3H3",C9H14N2O4S,246.28,246.067428,29,,63.0,,3, ,,,Inhibitor_very weak
DTXSID1021453,C.I. Pigment Yellow 83,5567-15-7,NKXPXRNUMARIMZ-UHFFFAOYSA-N,"2,2'-[(3,3'-Dichloro[1,1'-biphenyl]-4,4'-diyl)bis(diazene-2,1-diyl)]bis[N-(4-chloro-2,5-dimethoxyphenyl)-3-oxobutanamide]",COC1=CC(NC(=O)C(N=NC2=CC=C(C=C2Cl)C2=CC(Cl)=C(C=C2)N=NC(C(C)=O)C(=O)NC2=CC(OC)=C(Cl)C=C2OC)C(C)=O)=C(OC)C=C1Cl,"InChI=1S/C36H32Cl4N6O8/c1-17(47)33(35(49)41-27-15-29(51-3)23(39)13-31(27)53-5)45-43-25-9-7-19(11-21(25)37)20-8-10-26(22(38)12-20)44-46-34(18(2)48)36(50)42-28-16-30(52-4)24(40)14-32(28)54-6/h7-16,33-34H,1-6H3,(H,41,49)(H,42,50)",C36H32Cl4N6O8,818.49,816.103573,103,,42.0,82.0,1, ,,,Inactive
DTXSID0029264,C.I. Fluorescent brightening agent 28,4404-43-7,CNGYZEMWVAWWOB-UHFFFAOYSA-N,"2,2'-(Ethene-1,2-diyl)bis[5-({4-anilino-6-[bis(2-hydroxyethyl)amino]-1,3,5-triazin-2-yl}amino)benzene-1-sulfonic acid]",OCCN(CCO)C1=NC(NC2=CC=C(C=CC3=CC=C(NC4=NC(NC5=CC=CC=C5)=NC(=N4)N(CCO)CCO)C=C3S(O)(=O)=O)C(=C2)S(O)(=O)=O)=NC(NC2=CC=CC=C2)=N1,"InChI=1S/C40H44N12O10S2/c53-21-17-51(18-22-54)39-47-35(41-29-7-3-1-4-8-29)45-37(49-39)43-31-15-13-27(33(25-31)63(57,58)59)11-12-28-14-16-32(26-34(28)64(60,61)62)44-38-46-36(42-30-9-5-2-6-10-30)48-40(50-38)52(19-23-55)20-24-56/h1-16,25-26,53-56H,17-24H2,(H,57,58,59)(H,60,61,62)(H2,41,43,45,47,49)(H2,42,44,46,48,50)",C40H44N12O10S2,916.99,916.274478,84,283.0,13.0,8.0,1, ,,,Inactive
DTXSID40860105,"Ethanol, 2,2'-(9-octadecen-1-ylimino)bis-",25307-17-9,BITAPBDLHJQAID-UHFFFAOYSA-N,"2,2'-[(Octadec-9-en-1-yl)azanediyl]di(ethan-1-ol)",CCCCCCCCC=CCCCCCCCCN(CCO)CCO,"InChI=1S/C22H45NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(19-21-24)20-22-25/h9-10,24-25H,2-8,11-22H2,1H3",C22H45NO2,355.607,355.345030,63,,7.0,13.0,5, ,,,Inhibitor_very weak
DTXSID0070607,Barium bis(5-chloro-4-ethyl-2-((2-hydroxy-1-naphthyl)azo)benzenesulphonate),67801-01-8,XUDYBFMSKKDOQA-UHFFFAOYSA-L,Barium bis{5-chloro-4-ethyl-2-[(2-hydroxynaphthalen-1-yl)diazenyl]benzene-1-sulfonate},[Ba++].CCC1=CC(N=NC2=C3C=CC=CC3=CC=C2O)=C(C=C1Cl)S([O-])(=O)=O.CCC1=C(Cl)C=C(C(=C1)N=NC1=C2C=CC=CC2=CC=C1O)S([O-])(=O)=O,"InChI=1S/2C18H15ClN2O4S.Ba/c2*1-2-11-9-15(17(10-14(11)19)26(23,24)25)20-21-18-13-6-4-3-5-12(13)7-8-16(18)22;/h2*3-10,22H,2H2,1H3,(H,23,24,25);/q;;+2/p-2",C36H28BaCl2N4O8S2,916.99,915.977809,30,,19.0,,2, ,,,Inactive
DTXSID10556280,"1,1'-Peroxybis[2-(propan-2-yl)benzene]",27137-90-2,NWGUOJPIIWLZQA-UHFFFAOYSA-N,"1,1'-Peroxybis[2-(propan-2-yl)benzene]",CC(C)C1=CC=CC=C1OOC1=CC=CC=C1C(C)C,"InChI=1S/C18H22O2/c1-13(2)15-9-5-7-11-17(15)19-20-18-12-8-6-10-16(18)14(3)4/h5-14H,1-4H3",C18H22O2,270.372,270.161980,1,,8.0,,5, ,,,Inactive
DTXSID7068007,Pigment yellow 139,36888-99-0,JSBMGPVJAADXIZ-UHFFFAOYSA-N,"5,5'-(1H-Isoindole-1,3(2H)-diylidene)di(1,3-diazinane-2,4,6-trione)",O=C1NC(=O)C(=C2NC(C3=CC=CC=C23)=C2C(=O)NC(=O)NC2=O)C(=O)N1,"InChI=1S/C16H9N5O6/c22-11-7(12(23)19-15(26)18-11)9-5-3-1-2-4-6(5)10(17-9)8-13(24)20-16(27)21-14(8)25/h1-4,17H,(H2,18,19,22,23,26)(H2,20,21,24,25,27)",C16H9N5O6,367.277,367.055283,63,,29.0,40.0,3, ,,,Inactive
DTXSID5069128,Tetraethylammonium perfluorooctanesulfonate,56773-42-3,JHDXAQHGAJXNBY-UHFFFAOYSA-M,"N,N,N-Triethylethanaminium heptadecafluorooctane-1-sulfonate",CC[N+](CC)(CC)CC.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C8HF17O3S.C8H20N/c9-1(10,3(13,14)5(17,18)7(21,22)23)2(11,12)4(15,16)6(19,20)8(24,25)29(26,27)28;1-5-9(6-2,7-3)8-4/h(H,26,27,28);5-8H2,1-4H3/q;+1/p-1",C16H20F17NO3S,629.37,629.089243,59,,51.0,,2, ,,,Inhibitor_very weak
DTXSID4044907,Cyclohexylidenebis(tert-butyl) peroxide,3006-86-8,HSLFISVKRDQEBY-UHFFFAOYSA-N,"1,1-Bis(tert-butylperoxy)cyclohexane",CC(C)(C)OOC1(CCCCC1)OOC(C)(C)C,"InChI=1S/C14H28O4/c1-12(2,3)15-17-14(10-8-7-9-11-14)18-16-13(4,5)6/h7-11H2,1-6H3",C14H28O4,260.374,260.198759,51,,42.0,1.0,2, ,,,Inactive
DTXSID9051953,Dibutyltin bis(2-ethylhexanoate),2781-10-4,GPDWNEFHGANACG-UHFFFAOYSA-L,Dibutylbis[(2-ethylhexanoyl)oxy]stannane,CCCCC(CC)C(=O)O[Sn](CCCC)(CCCC)OC(=O)C(CC)CCCC,"InChI=1/2C8H16O2.2C4H9.Sn/c2*1-3-5-6-7(4-2)8(9)10;2*1-3-4-2;/h2*7H,3-6H2,1-2H3,(H,9,10);2*1,3-4H2,2H3;/q;;;;+2/p-2",C24H48O4Sn,519.354,520.257462,47,,42.0,4.0,2, ,,,Inhibitor_very weak
DTXSID9068328,"1,3,5-Triazine-2,4,6-triamine, phosphate",41583-09-9,,,Nc1nc(N)nc(N)n1,,,, ,34,934.0,,1.0,1, ,,,Inactive
DTXSID6023157,Iohexol,66108-95-0,NTHXOOBQLCIOLC-UHFFFAOYSA-N,"5-[Acetyl(2,3-dihydroxypropyl)amino]-N~1~,N~3~-bis(2,3-dihydroxypropyl)-2,4,6-triiodobenzene-1,3-dicarboxamide",CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I,"InChI=1S/C19H26I3N3O9/c1-8(29)25(4-11(32)7-28)17-15(21)12(18(33)23-2-9(30)5-26)14(20)13(16(17)22)19(34)24-3-10(31)6-27/h9-11,26-28,30-32H,2-7H2,1H3,(H,23,33)(H,24,34)",C19H26I3N3O9,821.142,820.880310,95,4463.0,137.0,,2,1/235,0.0,235.0,Inactive
DTXSID6023735,Valsartan,137862-53-4,ACWBQPMHZXGDFX-QFIPXVFZSA-N,"N-Pentanoyl-N-{[2'-(1H-tetrazol-5-yl)[1,1'-biphenyl]-4-yl]methyl}-D-valine",CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)[C@@H](C(C)C)C(O)=O,"InChI=1S/C24H29N5O3/c1-4-5-10-21(30)29(22(16(2)3)24(31)32)15-17-11-13-18(14-12-17)19-8-6-7-9-20(19)23-25-27-28-26-23/h6-9,11-14,16,22H,4-5,10,15H2,1-3H3,(H,31,32)(H,25,26,27,28)/t22-/m0/s1",C24H29N5O3,435.528,435.227040,101,,72.0,,1,0/79,0.0,79.0,Inhibitor_very weak
DTXSID6022923,Diclofenac,15307-86-5,DCOPUUMXTXDBNB-UHFFFAOYSA-N,"[2-(2,6-Dichloroanilino)phenyl]acetic acid",OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,"InChI=1S/C14H11Cl2NO2/c15-10-5-3-6-11(16)14(10)17-12-7-2-1-4-9(12)8-13(18)19/h1-7,17H,8H2,(H,18,19)",C14H11Cl2NO2,296.15,295.016684,139,6628.0,218.0,1.0,1,0/3,0.0,3.0,Inhibitor_very weak
DTXSID6021290,Sulfamethazine,57-68-1,ASWVTGNCAZCNNR-UHFFFAOYSA-N,"4-Amino-N-(4,6-dimethylpyrimidin-2-yl)benzene-1-sulfonamide",CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,"InChI=1S/C12H14N4O2S/c1-8-7-9(2)15-12(14-8)16-19(17,18)11-5-3-10(13)4-6-11/h3-7H,13H2,1-2H3,(H,14,15,16)",C12H14N4O2S,278.33,278.083747,153,1366.0,235.0,,2,2/423,0.0,423.0,Inactive
DTXSID3040728,"Phosphoric acid, dibutyl ester",107-66-4,JYFHYPJRHGVZDY-UHFFFAOYSA-N,Dibutyl hydrogen phosphate,CCCCOP(O)(=O)OCCCC,"InChI=1S/C8H19O4P/c1-3-5-7-11-13(9,10)12-8-6-4-2/h3-8H2,1-2H3,(H,9,10)",C8H19O4P,210.21,210.102096,108,11.0,81.0,2.0,2,2/403,0.0,403.0,Activator_weak
DTXSID3037707,Potassium perfluorobutanesulfonate,29420-49-3,LVTHXRLARFLXNR-UHFFFAOYSA-M,Potassium nonafluorobutane-1-sulfonate,[K+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C4HF9O3S.K/c5-1(6,3(9,10)11)2(7,8)4(12,13)17(14,15)16;/h(H,14,15,16);/q;+1/p-1",C4F9KO3S,338.18,337.906150,109,7.0,89.0,,1,4/844,0.0,844.0,Inactive
