aid,aidtype,aidname,aiddesc,aidcomment,aidsrcid,aidsrcname,aidextid,depdate,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,cnt,activecnt,anatomyid,anatomy,annotation
1815666,Literature-derived,"Toxicity in P4 induced CD-1 mouse assessed as effect on glucose level at 25 mg/kg, ip for 7 days (Rvb=231.6 mg/dL)","Title: The Flavonoid Baicalein Negatively Regulates Progesterone Target Genes in the Uterus <i>in Vivo</i>._||_Abstract: Baicalein is a flavonoid extracted from the root of <i>Scutellaria baicalensis</i> (Chinese skullcap) and is consumed as part of this botanical dietary supplement to reduce oxidative stress, pain, and inflammation. We previously reported that baicalein can also modify receptor signaling through the progesterone receptor (PR) and glucocorticoid receptor (GR) <i>in vitro</i>, which is interesting due to the well-established roles of both PR and GR in reducing inflammation. To understand the effects of baicalein on PR and GR signaling <i>in vivo</i> in the uterus, ovariectomized CD-1 mice were treated with DMSO, progesterone (P4), baicalein, P4 with baicalein, and P4 with RU486, a PR antagonist, for a week. The uteri were collected for histology and RNA sequencing. Our results showed that baicalein attenuated the antiproliferative effect of P4 on luminal epithelium as well as on the PR target genes HAND2 and ZBTB16. Baicalein did not change levels of PR or GR RNA or protein in the uterus. RNA sequencing data indicated that many transcripts significantly altered by baicalein were regulated in the opposite direction by P4. Similarly, a large portion of GO/KEGG terms and GSEA gene sets were altered in the opposite direction by baicalein as compared to P4 treatment. Treatment of baicalein did not change body weight, organ weight, or blood glucose level. In summary, baicalein functioned as a PR antagonist <i>in vivo</i> and therefore may oppose P4 action under certain conditions such as uterine hyperplasia, fibroids, and uterine cancers.",Journal: J Nat Prod_||_Year: 2022_||_Volume: 85_||_Issue: 1.0_||_First Page: 237_||_Last Page: 247_||_DOI: 10.1021/acs.jnatprod.1c01008,43,ChEMBL,CHEMBL5038166,20230314,20230314,5281605,103167026,NULL,Toxicity,NULL,Curation Efforts|Research and Development,34935393,0,NULL,NULL,10090,NULL,NULL,1,NULL,NULL,NULL,NULL
1815667,Literature-derived,"Toxicity in P4 induced CD-1 mouse assessed as effect on body weight at 10 mg/kg, ip for 7 days (Rvb= 30g)","Title: The Flavonoid Baicalein Negatively Regulates Progesterone Target Genes in the Uterus <i>in Vivo</i>._||_Abstract: Baicalein is a flavonoid extracted from the root of <i>Scutellaria baicalensis</i> (Chinese skullcap) and is consumed as part of this botanical dietary supplement to reduce oxidative stress, pain, and inflammation. We previously reported that baicalein can also modify receptor signaling through the progesterone receptor (PR) and glucocorticoid receptor (GR) <i>in vitro</i>, which is interesting due to the well-established roles of both PR and GR in reducing inflammation. To understand the effects of baicalein on PR and GR signaling <i>in vivo</i> in the uterus, ovariectomized CD-1 mice were treated with DMSO, progesterone (P4), baicalein, P4 with baicalein, and P4 with RU486, a PR antagonist, for a week. The uteri were collected for histology and RNA sequencing. Our results showed that baicalein attenuated the antiproliferative effect of P4 on luminal epithelium as well as on the PR target genes HAND2 and ZBTB16. Baicalein did not change levels of PR or GR RNA or protein in the uterus. RNA sequencing data indicated that many transcripts significantly altered by baicalein were regulated in the opposite direction by P4. Similarly, a large portion of GO/KEGG terms and GSEA gene sets were altered in the opposite direction by baicalein as compared to P4 treatment. Treatment of baicalein did not change body weight, organ weight, or blood glucose level. In summary, baicalein functioned as a PR antagonist <i>in vivo</i> and therefore may oppose P4 action under certain conditions such as uterine hyperplasia, fibroids, and uterine cancers.",Journal: J Nat Prod_||_Year: 2022_||_Volume: 85_||_Issue: 1.0_||_First Page: 237_||_Last Page: 247_||_DOI: 10.1021/acs.jnatprod.1c01008,43,ChEMBL,CHEMBL5038167,20230314,20230314,55245,123086577,NULL,Toxicity,NULL,Curation Efforts|Research and Development,34935393,0,NULL,NULL,10090,NULL,NULL,1,NULL,NULL,NULL,NULL
1815668,Literature-derived,"Toxicity in P4 induced CD-1 mouse assessed as effect on uterus weight at 10 mg/kg,ip for 7 days (Rvb= 0.033g)","Title: The Flavonoid Baicalein Negatively Regulates Progesterone Target Genes in the Uterus <i>in Vivo</i>._||_Abstract: Baicalein is a flavonoid extracted from the root of <i>Scutellaria baicalensis</i> (Chinese skullcap) and is consumed as part of this botanical dietary supplement to reduce oxidative stress, pain, and inflammation. We previously reported that baicalein can also modify receptor signaling through the progesterone receptor (PR) and glucocorticoid receptor (GR) <i>in vitro</i>, which is interesting due to the well-established roles of both PR and GR in reducing inflammation. To understand the effects of baicalein on PR and GR signaling <i>in vivo</i> in the uterus, ovariectomized CD-1 mice were treated with DMSO, progesterone (P4), baicalein, P4 with baicalein, and P4 with RU486, a PR antagonist, for a week. The uteri were collected for histology and RNA sequencing. Our results showed that baicalein attenuated the antiproliferative effect of P4 on luminal epithelium as well as on the PR target genes HAND2 and ZBTB16. Baicalein did not change levels of PR or GR RNA or protein in the uterus. RNA sequencing data indicated that many transcripts significantly altered by baicalein were regulated in the opposite direction by P4. Similarly, a large portion of GO/KEGG terms and GSEA gene sets were altered in the opposite direction by baicalein as compared to P4 treatment. Treatment of baicalein did not change body weight, organ weight, or blood glucose level. In summary, baicalein functioned as a PR antagonist <i>in vivo</i> and therefore may oppose P4 action under certain conditions such as uterine hyperplasia, fibroids, and uterine cancers.",Journal: J Nat Prod_||_Year: 2022_||_Volume: 85_||_Issue: 1.0_||_First Page: 237_||_Last Page: 247_||_DOI: 10.1021/acs.jnatprod.1c01008,43,ChEMBL,CHEMBL5038168,20230314,20230314,55245,123086577,NULL,Toxicity,NULL,Curation Efforts|Research and Development,34935393,0,NULL,NULL,10090,NULL,NULL,1,NULL,995,Uterus,NULL
1815669,Literature-derived,"Toxicity in P4 induced CD-1 mouse assessed as effect on MG weight at 10 mg/kg, ip for 7 days (Rvb= 0.22g)","Title: The Flavonoid Baicalein Negatively Regulates Progesterone Target Genes in the Uterus <i>in Vivo</i>._||_Abstract: Baicalein is a flavonoid extracted from the root of <i>Scutellaria baicalensis</i> (Chinese skullcap) and is consumed as part of this botanical dietary supplement to reduce oxidative stress, pain, and inflammation. We previously reported that baicalein can also modify receptor signaling through the progesterone receptor (PR) and glucocorticoid receptor (GR) <i>in vitro</i>, which is interesting due to the well-established roles of both PR and GR in reducing inflammation. To understand the effects of baicalein on PR and GR signaling <i>in vivo</i> in the uterus, ovariectomized CD-1 mice were treated with DMSO, progesterone (P4), baicalein, P4 with baicalein, and P4 with RU486, a PR antagonist, for a week. The uteri were collected for histology and RNA sequencing. Our results showed that baicalein attenuated the antiproliferative effect of P4 on luminal epithelium as well as on the PR target genes HAND2 and ZBTB16. Baicalein did not change levels of PR or GR RNA or protein in the uterus. RNA sequencing data indicated that many transcripts significantly altered by baicalein were regulated in the opposite direction by P4. Similarly, a large portion of GO/KEGG terms and GSEA gene sets were altered in the opposite direction by baicalein as compared to P4 treatment. Treatment of baicalein did not change body weight, organ weight, or blood glucose level. In summary, baicalein functioned as a PR antagonist <i>in vivo</i> and therefore may oppose P4 action under certain conditions such as uterine hyperplasia, fibroids, and uterine cancers.",Journal: J Nat Prod_||_Year: 2022_||_Volume: 85_||_Issue: 1.0_||_First Page: 237_||_Last Page: 247_||_DOI: 10.1021/acs.jnatprod.1c01008,43,ChEMBL,CHEMBL5038169,20230314,20230314,55245,123086577,NULL,Toxicity,NULL,Curation Efforts|Research and Development,34935393,0,NULL,NULL,10090,NULL,NULL,1,NULL,NULL,NULL,NULL
1815670,Literature-derived,"Toxicity in P4 induced CD-1 mouse assessed as effect on liver weight at 10 mg/kg, ip for 7 days (Rvb= 1.3 g)","Title: The Flavonoid Baicalein Negatively Regulates Progesterone Target Genes in the Uterus <i>in Vivo</i>._||_Abstract: Baicalein is a flavonoid extracted from the root of <i>Scutellaria baicalensis</i> (Chinese skullcap) and is consumed as part of this botanical dietary supplement to reduce oxidative stress, pain, and inflammation. We previously reported that baicalein can also modify receptor signaling through the progesterone receptor (PR) and glucocorticoid receptor (GR) <i>in vitro</i>, which is interesting due to the well-established roles of both PR and GR in reducing inflammation. To understand the effects of baicalein on PR and GR signaling <i>in vivo</i> in the uterus, ovariectomized CD-1 mice were treated with DMSO, progesterone (P4), baicalein, P4 with baicalein, and P4 with RU486, a PR antagonist, for a week. The uteri were collected for histology and RNA sequencing. Our results showed that baicalein attenuated the antiproliferative effect of P4 on luminal epithelium as well as on the PR target genes HAND2 and ZBTB16. Baicalein did not change levels of PR or GR RNA or protein in the uterus. RNA sequencing data indicated that many transcripts significantly altered by baicalein were regulated in the opposite direction by P4. Similarly, a large portion of GO/KEGG terms and GSEA gene sets were altered in the opposite direction by baicalein as compared to P4 treatment. Treatment of baicalein did not change body weight, organ weight, or blood glucose level. In summary, baicalein functioned as a PR antagonist <i>in vivo</i> and therefore may oppose P4 action under certain conditions such as uterine hyperplasia, fibroids, and uterine cancers.",Journal: J Nat Prod_||_Year: 2022_||_Volume: 85_||_Issue: 1.0_||_First Page: 237_||_Last Page: 247_||_DOI: 10.1021/acs.jnatprod.1c01008,43,ChEMBL,CHEMBL5038170,20230314,20230314,55245,123086577,NULL,Toxicity,NULL,Curation Efforts|Research and Development,34935393,0,NULL,NULL,10090,NULL,NULL,1,NULL,2107,Liver,NULL
1815671,Literature-derived,"Toxicity in P4 induced CD-1 mouse assessed as effect on glucose level at 10 mg/kg, ip for 7 days (Rvb=231.6 mg/dL)","Title: The Flavonoid Baicalein Negatively Regulates Progesterone Target Genes in the Uterus <i>in Vivo</i>._||_Abstract: Baicalein is a flavonoid extracted from the root of <i>Scutellaria baicalensis</i> (Chinese skullcap) and is consumed as part of this botanical dietary supplement to reduce oxidative stress, pain, and inflammation. We previously reported that baicalein can also modify receptor signaling through the progesterone receptor (PR) and glucocorticoid receptor (GR) <i>in vitro</i>, which is interesting due to the well-established roles of both PR and GR in reducing inflammation. To understand the effects of baicalein on PR and GR signaling <i>in vivo</i> in the uterus, ovariectomized CD-1 mice were treated with DMSO, progesterone (P4), baicalein, P4 with baicalein, and P4 with RU486, a PR antagonist, for a week. The uteri were collected for histology and RNA sequencing. Our results showed that baicalein attenuated the antiproliferative effect of P4 on luminal epithelium as well as on the PR target genes HAND2 and ZBTB16. Baicalein did not change levels of PR or GR RNA or protein in the uterus. RNA sequencing data indicated that many transcripts significantly altered by baicalein were regulated in the opposite direction by P4. Similarly, a large portion of GO/KEGG terms and GSEA gene sets were altered in the opposite direction by baicalein as compared to P4 treatment. Treatment of baicalein did not change body weight, organ weight, or blood glucose level. In summary, baicalein functioned as a PR antagonist <i>in vivo</i> and therefore may oppose P4 action under certain conditions such as uterine hyperplasia, fibroids, and uterine cancers.",Journal: J Nat Prod_||_Year: 2022_||_Volume: 85_||_Issue: 1.0_||_First Page: 237_||_Last Page: 247_||_DOI: 10.1021/acs.jnatprod.1c01008,43,ChEMBL,CHEMBL5038171,20230314,20230314,55245,123086577,NULL,Toxicity,NULL,Curation Efforts|Research and Development,34935393,0,NULL,NULL,10090,NULL,NULL,1,NULL,NULL,NULL,NULL
1832935,Confirmatory,Agonist activity at PR in human T47D cells using p-nitrophenyl phosphate as substrate assessed as induction of alkaline phosphatase activity incubated for 72 hrs followed by substrate addition measured after 24 hrs by alkaline phosphatase assay,"Title: Synthesis of Norgestomet and its 17β-isomer and evaluation of their agonistic activities against progesterone receptor._||_Abstract: Norgestomet is a synthetic progesterone derivative applied in veterinary medicine to control estrus and ovulation in cattle. Norgestomet has been widely used in the livestock industry to promote the synchronization of estrus in cattle and increase pregnancy rates. However, highly reproducible synthetic methods for Norgestomet have been rarely reported. Here, we described a method for the synthesis of Norgestomet and performed quantitative NMR analysis to determine the purity of the products. Moreover, the agonistic activity of the synthesized compounds against progesterone receptors (PRs) was evaluated using an alkaline phosphatase assay. We synthesized Norgestomet with 97.9% purity that exhibited agonistic activity against PR with EC<sub>50</sub> values of 4.5 nM. We also synthesized the 17β-isomer of Norgestomet with 92.7% purity that did not exhibit any PR agonistic activity. The proposed synthetic route of Norgestomet can facilitate the assessment of residual Norgestomet in foods.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: Bioorg Med Chem_||_Year: 2021_||_Volume: 49_||_First Page: 116425_||_Last Page: 116425_||_DOI: 10.1016/j.bmc.2021.116425_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL5056986,20230314,20230314,5994|9820838|68132252,103175608|160703391|475985224,5241,NULL,P06401,Curation Efforts|Research and Development,34607200,0,NULL,P06401,9606,NULL,NULL,3,2,NULL,Breast,NULL
1832937,Literature-derived,Agonist activity at PR in human T47D cells using p-nitrophenyl phosphate as substrate assessed as fold increase in alkaline phosphatase activity at 25 nM incubated for 72 hrs followed by substrate addition measured after 24 hrs by alkaline phosphatase ass,"Title: Synthesis of Norgestomet and its 17β-isomer and evaluation of their agonistic activities against progesterone receptor._||_Abstract: Norgestomet is a synthetic progesterone derivative applied in veterinary medicine to control estrus and ovulation in cattle. Norgestomet has been widely used in the livestock industry to promote the synchronization of estrus in cattle and increase pregnancy rates. However, highly reproducible synthetic methods for Norgestomet have been rarely reported. Here, we described a method for the synthesis of Norgestomet and performed quantitative NMR analysis to determine the purity of the products. Moreover, the agonistic activity of the synthesized compounds against progesterone receptors (PRs) was evaluated using an alkaline phosphatase assay. We synthesized Norgestomet with 97.9% purity that exhibited agonistic activity against PR with EC<sub>50</sub> values of 4.5 nM. We also synthesized the 17β-isomer of Norgestomet with 92.7% purity that did not exhibit any PR agonistic activity. The proposed synthetic route of Norgestomet can facilitate the assessment of residual Norgestomet in foods.",Journal: Bioorg Med Chem_||_Year: 2021_||_Volume: 49_||_First Page: 116425_||_Last Page: 116425_||_DOI: 10.1016/j.bmc.2021.116425_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL5056988,20230314,20230314,9820838,160703391,5241,NULL,P06401,Curation Efforts|Research and Development,34607200,0,NULL,P06401,9606,NULL,NULL,1,NULL,NULL,Breast,NULL
245862,Confirmatory,Inhibition of 4 nM progesterone-stimulated transactivation of MMTV-Luc reporter in CV-1 cells expressing PR-B,"Title: Discovery of non-steroidal mifepristone mimetics: pyrazoline-based PR antagonists._||_Abstract: Mifepristone is a non-selective antagonist of 3-oxosteroid receptors with both abortifacient and anti-endometriotic activities. Non-steroidal mimetics of mifepristone and progesterone are important templates for modulation of the progesterone receptor (PR). For our PR program, we sought an unexplored, synthetically accessible non-steroidal mimetic of mifepristone, suitable for parallel synthesis of analogues. Docking of compounds into a PR homology model identified 4-substituted pyrazolines, which, when synthesized and tested, exhibited functional antagonism of PR.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: Bioorg. Med. Chem. Lett._||_Year: 2005_||_Volume: 15_||_Issue: 13_||_First Page: 3203_||_Last Page: 3206_||_DOI: 10.1016/j.bmcl.2005.05.001_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: H - Homologous protein target assigned_||_Confidence: Homologous single protein target assigned,43,ChEMBL,CHEMBL837212,20100524,20220830,NULL,NULL,5241,NULL,P06401,Curation Efforts|Research and Development,15925510,0,NULL,P06401,9606,212,NULL,9,8,NULL,NULL,NULL
1832934,Literature-derived,Agonist activity at PR in human T47D cells using p-nitrophenyl phosphate as substrate assessed as induction of alkaline phosphatase activity at 1 nM incubated for 72 hrs followed by substrate addition measured after 24 hrs by alkaline phosphatase assay re,"Title: Synthesis of Norgestomet and its 17β-isomer and evaluation of their agonistic activities against progesterone receptor._||_Abstract: Norgestomet is a synthetic progesterone derivative applied in veterinary medicine to control estrus and ovulation in cattle. Norgestomet has been widely used in the livestock industry to promote the synchronization of estrus in cattle and increase pregnancy rates. However, highly reproducible synthetic methods for Norgestomet have been rarely reported. Here, we described a method for the synthesis of Norgestomet and performed quantitative NMR analysis to determine the purity of the products. Moreover, the agonistic activity of the synthesized compounds against progesterone receptors (PRs) was evaluated using an alkaline phosphatase assay. We synthesized Norgestomet with 97.9% purity that exhibited agonistic activity against PR with EC<sub>50</sub> values of 4.5 nM. We also synthesized the 17β-isomer of Norgestomet with 92.7% purity that did not exhibit any PR agonistic activity. The proposed synthetic route of Norgestomet can facilitate the assessment of residual Norgestomet in foods.",Journal: Bioorg Med Chem_||_Year: 2021_||_Volume: 49_||_First Page: 116425_||_Last Page: 116425_||_DOI: 10.1016/j.bmc.2021.116425_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL5056985,20230314,20230314,5994|9820838|68132252,103175608|160703391|475985224,5241,NULL,P06401,Curation Efforts|Research and Development,34607200,0,NULL,P06401,9606,NULL,NULL,3,NULL,NULL,Breast,NULL
1832936,Literature-derived,Agonist activity at PR in human T47D cells using p-nitrophenyl phosphate as substrate assessed as fold increase in alkaline phosphatase activity at 1 nM incubated for 72 hrs followed by substrate addition measured after 24 hrs by alkaline phosphatase assa,"Title: Synthesis of Norgestomet and its 17β-isomer and evaluation of their agonistic activities against progesterone receptor._||_Abstract: Norgestomet is a synthetic progesterone derivative applied in veterinary medicine to control estrus and ovulation in cattle. Norgestomet has been widely used in the livestock industry to promote the synchronization of estrus in cattle and increase pregnancy rates. However, highly reproducible synthetic methods for Norgestomet have been rarely reported. Here, we described a method for the synthesis of Norgestomet and performed quantitative NMR analysis to determine the purity of the products. Moreover, the agonistic activity of the synthesized compounds against progesterone receptors (PRs) was evaluated using an alkaline phosphatase assay. We synthesized Norgestomet with 97.9% purity that exhibited agonistic activity against PR with EC<sub>50</sub> values of 4.5 nM. We also synthesized the 17β-isomer of Norgestomet with 92.7% purity that did not exhibit any PR agonistic activity. The proposed synthetic route of Norgestomet can facilitate the assessment of residual Norgestomet in foods.",Journal: Bioorg Med Chem_||_Year: 2021_||_Volume: 49_||_First Page: 116425_||_Last Page: 116425_||_DOI: 10.1016/j.bmc.2021.116425_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL5056987,20230314,20230314,5994,103175608,5241,NULL,P06401,Curation Efforts|Research and Development,34607200,0,NULL,P06401,9606,NULL,NULL,1,NULL,NULL,Breast,NULL
1832938,Literature-derived,Agonist activity at PR in human T47D cells using p-nitrophenyl phosphate as substrate assessed as induction of alkaline phosphatase activity at 125 nM incubated for 72 hrs followed by substrate addition measured after 24 hrs by alkaline phosphatase assay,"Title: Synthesis of Norgestomet and its 17β-isomer and evaluation of their agonistic activities against progesterone receptor._||_Abstract: Norgestomet is a synthetic progesterone derivative applied in veterinary medicine to control estrus and ovulation in cattle. Norgestomet has been widely used in the livestock industry to promote the synchronization of estrus in cattle and increase pregnancy rates. However, highly reproducible synthetic methods for Norgestomet have been rarely reported. Here, we described a method for the synthesis of Norgestomet and performed quantitative NMR analysis to determine the purity of the products. Moreover, the agonistic activity of the synthesized compounds against progesterone receptors (PRs) was evaluated using an alkaline phosphatase assay. We synthesized Norgestomet with 97.9% purity that exhibited agonistic activity against PR with EC<sub>50</sub> values of 4.5 nM. We also synthesized the 17β-isomer of Norgestomet with 92.7% purity that did not exhibit any PR agonistic activity. The proposed synthetic route of Norgestomet can facilitate the assessment of residual Norgestomet in foods.",Journal: Bioorg Med Chem_||_Year: 2021_||_Volume: 49_||_First Page: 116425_||_Last Page: 116425_||_DOI: 10.1016/j.bmc.2021.116425_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL5056989,20230314,20230314,68132252,475985224,5241,NULL,P06401,Curation Efforts|Research and Development,34607200,0,NULL,P06401,9606,NULL,NULL,1,NULL,NULL,Breast,NULL
32836,Confirmatory,Agonistic activity measures the ability to induce alkaline phosphatase in T47D human breast cancer cell line,"Title: Novel pyrrole-containing progesterone receptor modulators._||_Abstract: A series of 1,4-dihydro-2H-[d][3,1]-benzoxazin-2-one and 1,3-dihydro-[3H]-indol-2-one containing 6- or 5-, respectively, appended substituted pyrrole moieties were synthesized and evaluated for their ability to modulate the activity of the progesterone receptor (PR). Key structural changes to the pyrrole moieties of these molecules were shown to have a predictive influence as to whether the compounds behaved as PR agonists or antagonists. Compounds with the 5(')-cyano-2(')-pyrrole moiety (e.g., 32, 33, and 38) were shown to be potent PR agonists (EC(50)'s of 1.1, 1.8, and 2.8 nM, respectively). Compounds with the 5(')-nitro-2(')-pyrrole moiety (e.g., 34 and 36) were shown to be PR antagonists (IC(50)'s of 180 and 36 nM, respectively).",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: Bioorg. Med. Chem. Lett._||_Year: 2004_||_Volume: 14_||_Issue: 9_||_First Page: 2185_||_Last Page: 2189_||_DOI: 10.1016/j.bmcl.2004.02.054_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: H - Homologous protein target assigned_||_Confidence: Homologous single protein target assigned,43,ChEMBL,CHEMBL642007,20100520,20220830,NULL,NULL,5241,NULL,P06401,Curation Efforts|Research and Development,15081005,0,NULL,P06401,9606,525,NULL,19,5,NULL,NULL,NULL
47048,Confirmatory,Inhibitory concentration was determined from full dose response curves ranging from 10 E -12 to 10 E -5M in CV-1 cell,"Title: 5-Benzylidene 1,2-dihydrochromeno[3,4-f]quinolines, a novel class of nonsteroidal human progesterone receptor agonists._||_Abstract: A novel series of nonsteroidal progestins, 5-benzylidene-1, 2-dihydrochromeno[3,4-f]quinolines (2), was discovered, and a preliminary structure-activity relationship study around the 5-benzylidene ring generated several potent human progesterone receptor agonists (compounds 8, 16). These new progestins showed biological activities (EC50 = 5.7 and 7.6 nM) similar to progesterone (EC50 = 2.9 nM) in the cotransfection assay with high efficacy (132% and 166%) and binding affinity (Ki = 0.66 and 0.83 nM) similar to medroxyprogesterone acetate (MPA) (Ki = 0.34 nM). A representative analogue, 8, demonstrated similar oral potency to MPA in the uterine wet weight/mammary gland morphology assay in ovariectomized rats.",Journal: J. Med. Chem._||_Year: 1998_||_Volume: 41_||_Issue: 22_||_First Page: 4354_||_Last Page: 4359_||_DOI: 10.1021/jm980366a_||_Target ChEMBL ID: CHEMBL613507_||_ChEMBL Target Name: CV-1_||_ChEMBL Target Type: CELL-LINE - Target is a specific cell-line_||_Relationship Type: N - Non-molecular target assigned_||_Confidence: Target assigned is non-molecular,43,ChEMBL,CHEMBL653490,20100524,20181016,6279,103195621,NULL,NULL,NULL,Curation Efforts|Research and Development,9784110,0,NULL,NULL,NULL,212,NULL,1,NULL,NULL,NULL,NULL
47060,Confirmatory,Inhibitory concentration in CV-1 cell,"Title: 5-Benzylidene 1,2-dihydrochromeno[3,4-f]quinolines, a novel class of nonsteroidal human progesterone receptor agonists._||_Abstract: A novel series of nonsteroidal progestins, 5-benzylidene-1, 2-dihydrochromeno[3,4-f]quinolines (2), was discovered, and a preliminary structure-activity relationship study around the 5-benzylidene ring generated several potent human progesterone receptor agonists (compounds 8, 16). These new progestins showed biological activities (EC50 = 5.7 and 7.6 nM) similar to progesterone (EC50 = 2.9 nM) in the cotransfection assay with high efficacy (132% and 166%) and binding affinity (Ki = 0.66 and 0.83 nM) similar to medroxyprogesterone acetate (MPA) (Ki = 0.34 nM). A representative analogue, 8, demonstrated similar oral potency to MPA in the uterine wet weight/mammary gland morphology assay in ovariectomized rats.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: J. Med. Chem._||_Year: 1998_||_Volume: 41_||_Issue: 22_||_First Page: 4354_||_Last Page: 4359_||_DOI: 10.1021/jm980366a_||_Target ChEMBL ID: CHEMBL613507_||_ChEMBL Target Name: CV-1_||_ChEMBL Target Type: CELL-LINE - Target is a specific cell-line_||_Relationship Type: N - Non-molecular target assigned_||_Confidence: Target assigned is non-molecular,43,ChEMBL,CHEMBL654296,20100524,20220830,NULL,NULL,NULL,NULL,NULL,Curation Efforts|Research and Development,9784110,0,NULL,NULL,NULL,212,NULL,22,8,NULL,NULL,NULL
47061,Confirmatory,inhibitory concentration was determined from full dose response curves ranging from 10 E -12 to 10 E -5M in CV-1 cell,"Title: 5-Benzylidene 1,2-dihydrochromeno[3,4-f]quinolines, a novel class of nonsteroidal human progesterone receptor agonists._||_Abstract: A novel series of nonsteroidal progestins, 5-benzylidene-1, 2-dihydrochromeno[3,4-f]quinolines (2), was discovered, and a preliminary structure-activity relationship study around the 5-benzylidene ring generated several potent human progesterone receptor agonists (compounds 8, 16). These new progestins showed biological activities (EC50 = 5.7 and 7.6 nM) similar to progesterone (EC50 = 2.9 nM) in the cotransfection assay with high efficacy (132% and 166%) and binding affinity (Ki = 0.66 and 0.83 nM) similar to medroxyprogesterone acetate (MPA) (Ki = 0.34 nM). A representative analogue, 8, demonstrated similar oral potency to MPA in the uterine wet weight/mammary gland morphology assay in ovariectomized rats.",Journal: J. Med. Chem._||_Year: 1998_||_Volume: 41_||_Issue: 22_||_First Page: 4354_||_Last Page: 4359_||_DOI: 10.1021/jm980366a_||_Target ChEMBL ID: CHEMBL613507_||_ChEMBL Target Name: CV-1_||_ChEMBL Target Type: CELL-LINE - Target is a specific cell-line_||_Relationship Type: N - Non-molecular target assigned_||_Confidence: Target assigned is non-molecular,43,ChEMBL,CHEMBL654297,20100524,20181016,5994,103175608,NULL,NULL,NULL,Curation Efforts|Research and Development,9784110,0,NULL,NULL,NULL,212,NULL,1,NULL,NULL,NULL,NULL
162104,Literature-derived,Percent inhibition of progesteron receptor transcriptional activity expressed in CV-1 cells at progesterone EC50(2.9+/-0.9); NA=not active,"Title: Nonsteroidal progesterone receptor antagonists based on 6-thiophenehydroquinolines._||_Abstract: Synthesis and biological evaluation of 6-thiophene 1,2-dihydro or 1,2,3,4-tetrahydroquinoline derivatives resulted in a number of potent nonsteroidal antiprogestins.",Journal: Bioorg. Med. Chem. Lett._||_Year: 2000_||_Volume: 10_||_Issue: 5_||_First Page: 415_||_Last Page: 418_||_DOI: 10.1016/s0960-894x(00)00011-1_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL767012,20100520,20180929,5994,103175608,5241,NULL,P06401,Curation Efforts|Research and Development,10743938,0,NULL,P06401,9606,212,NULL,1,NULL,NULL,NULL,NULL
