,aid,aidtype,aidname,aiddesc,aidcomment,aidsrcid,aidsrcname,aidextid,depdate,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,cnt,activecnt,anatomyid,anatomy,annotation,type,target,target_pr,contains_nm,contains_expression,to_process
877,487142,Confirmatory,displacement of [3h]aldosterone from human mineralocorticoid receptor after 16 hrs by scintillation counting,"Title: Aromatic beta-amino-ketone derivatives as novel selective non-steroidal progesterone receptor antagonists._||_Abstract: A novel class of non-steroidal progesterone receptor antagonists with aromatic beta-amino-ketone scaffold have been synthesized and characterized with high binding affinity and great selectivity for the cognate receptors. Among them, compound 22 was shown to be the most potent progesterone receptor antagonist in cotransfection assay and a murine model of ligand-induced decidualization.",Journal: Bioorg. Med. Chem._||_Year: 2010_||_Volume: 18_||_Issue: 12_||_First Page: 4255_||_Last Page: 4268_||_DOI: 10.1016/j.bmc.2010.04.092_||_Target ChEMBL ID: CHEMBL1994_||_ChEMBL Target Name: Mineralocorticoid receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL1166111,20101011,20200702,55245|25145083,103763718|123086577,4306,,P08235,Curation Efforts|Research and Development,20510622,0,,P08235,9606.0,,,2.0,,,,,unknown,Mineralocorticoid receptor,False,True,False,False
878,487143,Confirmatory,agonist activity at human eralpha expressed in african green monkey cv1 cells co-transfected with ere-mmtv-luc after 24 hrs by luciferase reporter gene assay,"Title: Aromatic beta-amino-ketone derivatives as novel selective non-steroidal progesterone receptor antagonists._||_Abstract: A novel class of non-steroidal progesterone receptor antagonists with aromatic beta-amino-ketone scaffold have been synthesized and characterized with high binding affinity and great selectivity for the cognate receptors. Among them, compound 22 was shown to be the most potent progesterone receptor antagonist in cotransfection assay and a murine model of ligand-induced decidualization.",Journal: Bioorg. Med. Chem._||_Year: 2010_||_Volume: 18_||_Issue: 12_||_First Page: 4255_||_Last Page: 4268_||_DOI: 10.1016/j.bmc.2010.04.092_||_Target ChEMBL ID: CHEMBL206_||_ChEMBL Target Name: Estrogen receptor alpha_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL1166112,20101011,20180913,55245|25145083,103763718|123086577,2099,,P03372,Curation Efforts|Research and Development,20510622,0,,P03372,9606.0,212.0,,2.0,,,,,agonist,Estrogen receptor,False,True,False,False
879,487144,Confirmatory,agonist activity at human erbeta expressed in african green monkey cv1 cells co-transfected with ere-mmtv-luc after 24 hrs by luciferase reporter gene assay,"Title: Aromatic beta-amino-ketone derivatives as novel selective non-steroidal progesterone receptor antagonists._||_Abstract: A novel class of non-steroidal progesterone receptor antagonists with aromatic beta-amino-ketone scaffold have been synthesized and characterized with high binding affinity and great selectivity for the cognate receptors. Among them, compound 22 was shown to be the most potent progesterone receptor antagonist in cotransfection assay and a murine model of ligand-induced decidualization.",Journal: Bioorg. Med. Chem._||_Year: 2010_||_Volume: 18_||_Issue: 12_||_First Page: 4255_||_Last Page: 4268_||_DOI: 10.1016/j.bmc.2010.04.092_||_Target ChEMBL ID: CHEMBL242_||_ChEMBL Target Name: Estrogen receptor beta_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL1166113,20101011,20180913,55245|25145083,103763718|123086577,2100,,Q92731,Curation Efforts|Research and Development,20510622,0,,Q92731,9606.0,212.0,,2.0,,,,,agonist,Estrogen receptor beta,False,True,False,False
880,487145,Confirmatory,agonist activity at human androgen receptor expressed in african green monkey cv1 cells co-transfected with mmtv-luc after 24 hrs by luciferase reporter gene assay,"Title: Aromatic beta-amino-ketone derivatives as novel selective non-steroidal progesterone receptor antagonists._||_Abstract: A novel class of non-steroidal progesterone receptor antagonists with aromatic beta-amino-ketone scaffold have been synthesized and characterized with high binding affinity and great selectivity for the cognate receptors. Among them, compound 22 was shown to be the most potent progesterone receptor antagonist in cotransfection assay and a murine model of ligand-induced decidualization.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: Bioorg. Med. Chem._||_Year: 2010_||_Volume: 18_||_Issue: 12_||_First Page: 4255_||_Last Page: 4268_||_DOI: 10.1016/j.bmc.2010.04.092_||_Target ChEMBL ID: CHEMBL1871_||_ChEMBL Target Name: Androgen Receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL1166114,20101011,20220830,,,367,,P10275,Curation Efforts|Research and Development,20510622,0,,P10275,9606.0,212.0,,2.0,1.0,,,,agonist,Androgen receptor,False,True,False,False
881,487146,Confirmatory,agonist activity at human glucocorticoid receptor expressed in african green monkey cv1 cells co-transfected with mmtv-luc after 24 hrs by luciferase reporter gene assay,"Title: Aromatic beta-amino-ketone derivatives as novel selective non-steroidal progesterone receptor antagonists._||_Abstract: A novel class of non-steroidal progesterone receptor antagonists with aromatic beta-amino-ketone scaffold have been synthesized and characterized with high binding affinity and great selectivity for the cognate receptors. Among them, compound 22 was shown to be the most potent progesterone receptor antagonist in cotransfection assay and a murine model of ligand-induced decidualization.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: Bioorg. Med. Chem._||_Year: 2010_||_Volume: 18_||_Issue: 12_||_First Page: 4255_||_Last Page: 4268_||_DOI: 10.1016/j.bmc.2010.04.092_||_Target ChEMBL ID: CHEMBL2034_||_ChEMBL Target Name: Glucocorticoid receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL1166115,20101011,20220830,,,2908,,P04150,Curation Efforts|Research and Development,20510622,0,,P04150,9606.0,212.0,,2.0,1.0,,,,agonist,Glucocorticoid receptor,False,True,False,False
882,487147,Confirmatory,agonist activity at human mineralocorticoid receptor expressed in african green monkey cv1 cells co-transfected with mmtv-luc after 24 hrs by luciferase reporter gene assay,"Title: Aromatic beta-amino-ketone derivatives as novel selective non-steroidal progesterone receptor antagonists._||_Abstract: A novel class of non-steroidal progesterone receptor antagonists with aromatic beta-amino-ketone scaffold have been synthesized and characterized with high binding affinity and great selectivity for the cognate receptors. Among them, compound 22 was shown to be the most potent progesterone receptor antagonist in cotransfection assay and a murine model of ligand-induced decidualization.",Journal: Bioorg. Med. Chem._||_Year: 2010_||_Volume: 18_||_Issue: 12_||_First Page: 4255_||_Last Page: 4268_||_DOI: 10.1016/j.bmc.2010.04.092_||_Target ChEMBL ID: CHEMBL1994_||_ChEMBL Target Name: Mineralocorticoid receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL1166116,20101011,20200702,55245|25145083,103763718|123086577,4306,,P08235,Curation Efforts|Research and Development,20510622,0,,P08235,9606.0,212.0,,2.0,,,,,agonist,Mineralocorticoid receptor,False,True,False,False
883,487148,Confirmatory,antagonist activity at human eralpha expressed in african green monkey cv1 cells co-transfected with ere-mmtv-luc by luciferase reporter gene assay,"Title: Aromatic beta-amino-ketone derivatives as novel selective non-steroidal progesterone receptor antagonists._||_Abstract: A novel class of non-steroidal progesterone receptor antagonists with aromatic beta-amino-ketone scaffold have been synthesized and characterized with high binding affinity and great selectivity for the cognate receptors. Among them, compound 22 was shown to be the most potent progesterone receptor antagonist in cotransfection assay and a murine model of ligand-induced decidualization.",Journal: Bioorg. Med. Chem._||_Year: 2010_||_Volume: 18_||_Issue: 12_||_First Page: 4255_||_Last Page: 4268_||_DOI: 10.1016/j.bmc.2010.04.092_||_Target ChEMBL ID: CHEMBL206_||_ChEMBL Target Name: Estrogen receptor alpha_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL1166117,20101011,20180913,55245|25145083,103763718|123086577,2099,,P03372,Curation Efforts|Research and Development,20510622,0,,P03372,9606.0,212.0,,2.0,,,,,antagonist,Estrogen receptor,False,True,False,False
884,487149,Confirmatory,antagonist activity at human erbeta expressed in african green monkey cv1 cells co-transfected with ere-mmtv-luc by luciferase reporter gene assay,"Title: Aromatic beta-amino-ketone derivatives as novel selective non-steroidal progesterone receptor antagonists._||_Abstract: A novel class of non-steroidal progesterone receptor antagonists with aromatic beta-amino-ketone scaffold have been synthesized and characterized with high binding affinity and great selectivity for the cognate receptors. Among them, compound 22 was shown to be the most potent progesterone receptor antagonist in cotransfection assay and a murine model of ligand-induced decidualization.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: Bioorg. Med. Chem._||_Year: 2010_||_Volume: 18_||_Issue: 12_||_First Page: 4255_||_Last Page: 4268_||_DOI: 10.1016/j.bmc.2010.04.092_||_Target ChEMBL ID: CHEMBL242_||_ChEMBL Target Name: Estrogen receptor beta_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL1166288,20101011,20220830,,,2100,,Q92731,Curation Efforts|Research and Development,20510622,0,,Q92731,9606.0,212.0,,2.0,1.0,,,,antagonist,Estrogen receptor beta,False,True,False,False
885,487150,Confirmatory,antagonist activity at human androgen receptor expressed in african green monkey cv1 cells co-transfected with mmtv-luc by luciferase reporter gene assay,"Title: Aromatic beta-amino-ketone derivatives as novel selective non-steroidal progesterone receptor antagonists._||_Abstract: A novel class of non-steroidal progesterone receptor antagonists with aromatic beta-amino-ketone scaffold have been synthesized and characterized with high binding affinity and great selectivity for the cognate receptors. Among them, compound 22 was shown to be the most potent progesterone receptor antagonist in cotransfection assay and a murine model of ligand-induced decidualization.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: Bioorg. Med. Chem._||_Year: 2010_||_Volume: 18_||_Issue: 12_||_First Page: 4255_||_Last Page: 4268_||_DOI: 10.1016/j.bmc.2010.04.092_||_Target ChEMBL ID: CHEMBL1871_||_ChEMBL Target Name: Androgen Receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL1166289,20101011,20220830,,,367,,P10275,Curation Efforts|Research and Development,20510622,0,,P10275,9606.0,212.0,,2.0,2.0,,,,antagonist,Androgen receptor,False,True,False,False
886,487151,Confirmatory,antagonist activity at human glucocorticoid receptor expressed in african green monkey cv1 cells co-transfected with mmtv-luc by luciferase reporter gene assay,"Title: Aromatic beta-amino-ketone derivatives as novel selective non-steroidal progesterone receptor antagonists._||_Abstract: A novel class of non-steroidal progesterone receptor antagonists with aromatic beta-amino-ketone scaffold have been synthesized and characterized with high binding affinity and great selectivity for the cognate receptors. Among them, compound 22 was shown to be the most potent progesterone receptor antagonist in cotransfection assay and a murine model of ligand-induced decidualization.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: Bioorg. Med. Chem._||_Year: 2010_||_Volume: 18_||_Issue: 12_||_First Page: 4255_||_Last Page: 4268_||_DOI: 10.1016/j.bmc.2010.04.092_||_Target ChEMBL ID: CHEMBL2034_||_ChEMBL Target Name: Glucocorticoid receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL1166290,20101011,20220830,,,2908,,P04150,Curation Efforts|Research and Development,20510622,0,,P04150,9606.0,212.0,,2.0,1.0,,,,antagonist,Glucocorticoid receptor,False,True,False,False
887,487152,Confirmatory,antagonist activity at human mineralocorticoid receptor expressed in african green monkey cv1 cells co-transfected with mmtv-luc by luciferase reporter gene assay,"Title: Aromatic beta-amino-ketone derivatives as novel selective non-steroidal progesterone receptor antagonists._||_Abstract: A novel class of non-steroidal progesterone receptor antagonists with aromatic beta-amino-ketone scaffold have been synthesized and characterized with high binding affinity and great selectivity for the cognate receptors. Among them, compound 22 was shown to be the most potent progesterone receptor antagonist in cotransfection assay and a murine model of ligand-induced decidualization.",Journal: Bioorg. Med. Chem._||_Year: 2010_||_Volume: 18_||_Issue: 12_||_First Page: 4255_||_Last Page: 4268_||_DOI: 10.1016/j.bmc.2010.04.092_||_Target ChEMBL ID: CHEMBL1994_||_ChEMBL Target Name: Mineralocorticoid receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL1166291,20101011,20200702,55245|25145083,103763718|123086577,4306,,P08235,Curation Efforts|Research and Development,20510622,0,,P08235,9606.0,212.0,,2.0,,,,,antagonist,Mineralocorticoid receptor,False,True,False,False
888,487155,Literature-derived,agonist activity at human eralpha expressed in african green monkey cv1 cells co-transfected with ere-mmtv-luc after 24 hrs by luciferase reporter gene assay relative to control,"Title: Aromatic beta-amino-ketone derivatives as novel selective non-steroidal progesterone receptor antagonists._||_Abstract: A novel class of non-steroidal progesterone receptor antagonists with aromatic beta-amino-ketone scaffold have been synthesized and characterized with high binding affinity and great selectivity for the cognate receptors. Among them, compound 22 was shown to be the most potent progesterone receptor antagonist in cotransfection assay and a murine model of ligand-induced decidualization.",Journal: Bioorg. Med. Chem._||_Year: 2010_||_Volume: 18_||_Issue: 12_||_First Page: 4255_||_Last Page: 4268_||_DOI: 10.1016/j.bmc.2010.04.092_||_Target ChEMBL ID: CHEMBL206_||_ChEMBL Target Name: Estrogen receptor alpha_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL1166294,20101011,20180913,55245|25145083,103763718|123086577,2099,,P03372,Curation Efforts|Research and Development,20510622,0,,P03372,9606.0,212.0,,2.0,,,,,agonist,Estrogen receptor,False,False,False,False
889,487156,Literature-derived,agonist activity at human erbeta expressed in african green monkey cv1 cells co-transfected with ere-mmtv-luc after 24 hrs by luciferase reporter gene assay relative to control,"Title: Aromatic beta-amino-ketone derivatives as novel selective non-steroidal progesterone receptor antagonists._||_Abstract: A novel class of non-steroidal progesterone receptor antagonists with aromatic beta-amino-ketone scaffold have been synthesized and characterized with high binding affinity and great selectivity for the cognate receptors. Among them, compound 22 was shown to be the most potent progesterone receptor antagonist in cotransfection assay and a murine model of ligand-induced decidualization.",Journal: Bioorg. Med. Chem._||_Year: 2010_||_Volume: 18_||_Issue: 12_||_First Page: 4255_||_Last Page: 4268_||_DOI: 10.1016/j.bmc.2010.04.092_||_Target ChEMBL ID: CHEMBL242_||_ChEMBL Target Name: Estrogen receptor beta_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL1166295,20101011,20180913,55245|25145083,103763718|123086577,2100,,Q92731,Curation Efforts|Research and Development,20510622,0,,Q92731,9606.0,212.0,,2.0,,,,,agonist,Estrogen receptor beta,False,False,False,False
890,487157,Literature-derived,agonist activity at human androgen receptor expressed in african green monkey cv1 cells co-transfected with mmtv-luc after 24 hrs by luciferase reporter gene assay relative to control,"Title: Aromatic beta-amino-ketone derivatives as novel selective non-steroidal progesterone receptor antagonists._||_Abstract: A novel class of non-steroidal progesterone receptor antagonists with aromatic beta-amino-ketone scaffold have been synthesized and characterized with high binding affinity and great selectivity for the cognate receptors. Among them, compound 22 was shown to be the most potent progesterone receptor antagonist in cotransfection assay and a murine model of ligand-induced decidualization.",Journal: Bioorg. Med. Chem._||_Year: 2010_||_Volume: 18_||_Issue: 12_||_First Page: 4255_||_Last Page: 4268_||_DOI: 10.1016/j.bmc.2010.04.092_||_Target ChEMBL ID: CHEMBL1871_||_ChEMBL Target Name: Androgen Receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL1166296,20101011,20180913,25145083,103763718,367,,P10275,Curation Efforts|Research and Development,20510622,0,,P10275,9606.0,212.0,,1.0,,,,,agonist,Androgen receptor,False,False,False,False
891,487158,Literature-derived,agonist activity at human glucocorticoid receptor expressed in african green monkey cv1 cells co-transfected with mmtv-luc after 24 hrs by luciferase reporter gene assay relative to control,"Title: Aromatic beta-amino-ketone derivatives as novel selective non-steroidal progesterone receptor antagonists._||_Abstract: A novel class of non-steroidal progesterone receptor antagonists with aromatic beta-amino-ketone scaffold have been synthesized and characterized with high binding affinity and great selectivity for the cognate receptors. Among them, compound 22 was shown to be the most potent progesterone receptor antagonist in cotransfection assay and a murine model of ligand-induced decidualization.",Journal: Bioorg. Med. Chem._||_Year: 2010_||_Volume: 18_||_Issue: 12_||_First Page: 4255_||_Last Page: 4268_||_DOI: 10.1016/j.bmc.2010.04.092_||_Target ChEMBL ID: CHEMBL2034_||_ChEMBL Target Name: Glucocorticoid receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL1166297,20101011,20180913,25145083,103763718,2908,,P04150,Curation Efforts|Research and Development,20510622,0,,P04150,9606.0,212.0,,1.0,,,,,agonist,Glucocorticoid receptor,False,False,False,False
892,487347,Literature-derived,antagonist activity at human eralpha expressed in african green monkey cv1 cells co-transfected with ere-mmtv-luc by luciferase reporter gene assay relative to control,"Title: Aromatic beta-amino-ketone derivatives as novel selective non-steroidal progesterone receptor antagonists._||_Abstract: A novel class of non-steroidal progesterone receptor antagonists with aromatic beta-amino-ketone scaffold have been synthesized and characterized with high binding affinity and great selectivity for the cognate receptors. Among them, compound 22 was shown to be the most potent progesterone receptor antagonist in cotransfection assay and a murine model of ligand-induced decidualization.",Journal: Bioorg. Med. Chem._||_Year: 2010_||_Volume: 18_||_Issue: 12_||_First Page: 4255_||_Last Page: 4268_||_DOI: 10.1016/j.bmc.2010.04.092_||_Target ChEMBL ID: CHEMBL206_||_ChEMBL Target Name: Estrogen receptor alpha_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL1168010,20101011,20180913,25145083,103763718,2099,,P03372,Curation Efforts|Research and Development,20510622,0,,P03372,9606.0,212.0,,1.0,,,,,antagonist,Estrogen receptor,False,False,False,False
893,487348,Literature-derived,antagonist activity at human erbeta expressed in african green monkey cv1 cells co-transfected with ere-mmtv-luc by luciferase reporter gene assay relative to control,"Title: Aromatic beta-amino-ketone derivatives as novel selective non-steroidal progesterone receptor antagonists._||_Abstract: A novel class of non-steroidal progesterone receptor antagonists with aromatic beta-amino-ketone scaffold have been synthesized and characterized with high binding affinity and great selectivity for the cognate receptors. Among them, compound 22 was shown to be the most potent progesterone receptor antagonist in cotransfection assay and a murine model of ligand-induced decidualization.",Journal: Bioorg. Med. Chem._||_Year: 2010_||_Volume: 18_||_Issue: 12_||_First Page: 4255_||_Last Page: 4268_||_DOI: 10.1016/j.bmc.2010.04.092_||_Target ChEMBL ID: CHEMBL242_||_ChEMBL Target Name: Estrogen receptor beta_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL1168011,20101011,20180913,25145083,103763718,2100,,Q92731,Curation Efforts|Research and Development,20510622,0,,Q92731,9606.0,212.0,,1.0,,,,,antagonist,Estrogen receptor beta,False,False,False,False
894,487350,Literature-derived,antagonist activity at human glucocorticoid receptor expressed in african green monkey cv1 cells co-transfected with mmtv-luc by luciferase reporter gene assay relative to control,"Title: Aromatic beta-amino-ketone derivatives as novel selective non-steroidal progesterone receptor antagonists._||_Abstract: A novel class of non-steroidal progesterone receptor antagonists with aromatic beta-amino-ketone scaffold have been synthesized and characterized with high binding affinity and great selectivity for the cognate receptors. Among them, compound 22 was shown to be the most potent progesterone receptor antagonist in cotransfection assay and a murine model of ligand-induced decidualization.",Journal: Bioorg. Med. Chem._||_Year: 2010_||_Volume: 18_||_Issue: 12_||_First Page: 4255_||_Last Page: 4268_||_DOI: 10.1016/j.bmc.2010.04.092_||_Target ChEMBL ID: CHEMBL2034_||_ChEMBL Target Name: Glucocorticoid receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL1168013,20101011,20180913,25145083,103763718,2908,,P04150,Curation Efforts|Research and Development,20510622,0,,P04150,9606.0,212.0,,1.0,,,,,antagonist,Glucocorticoid receptor,False,False,False,False
895,487351,Literature-derived,antagonist activity at human mineralocorticoid receptor expressed in african green monkey cv1 cells co-transfected with mmtv-luc by luciferase reporter gene assay relative to control,"Title: Aromatic beta-amino-ketone derivatives as novel selective non-steroidal progesterone receptor antagonists._||_Abstract: A novel class of non-steroidal progesterone receptor antagonists with aromatic beta-amino-ketone scaffold have been synthesized and characterized with high binding affinity and great selectivity for the cognate receptors. Among them, compound 22 was shown to be the most potent progesterone receptor antagonist in cotransfection assay and a murine model of ligand-induced decidualization.",Journal: Bioorg. Med. Chem._||_Year: 2010_||_Volume: 18_||_Issue: 12_||_First Page: 4255_||_Last Page: 4268_||_DOI: 10.1016/j.bmc.2010.04.092_||_Target ChEMBL ID: CHEMBL1994_||_ChEMBL Target Name: Mineralocorticoid receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL1168014,20101011,20200702,25145083,103763718,4306,,P08235,Curation Efforts|Research and Development,20510622,0,,P08235,9606.0,212.0,,1.0,,,,,antagonist,Mineralocorticoid receptor,False,False,False,False
896,487819,Literature-derived,agonist activity at human mineralocorticoid receptor expressed in african green monkey cv1 cells co-transfected with mmtv-luc after 24 hrs by luciferase reporter gene assay relative to control,"Title: Aromatic beta-amino-ketone derivatives as novel selective non-steroidal progesterone receptor antagonists._||_Abstract: A novel class of non-steroidal progesterone receptor antagonists with aromatic beta-amino-ketone scaffold have been synthesized and characterized with high binding affinity and great selectivity for the cognate receptors. Among them, compound 22 was shown to be the most potent progesterone receptor antagonist in cotransfection assay and a murine model of ligand-induced decidualization.",Journal: Bioorg. Med. Chem._||_Year: 2010_||_Volume: 18_||_Issue: 12_||_First Page: 4255_||_Last Page: 4268_||_DOI: 10.1016/j.bmc.2010.04.092_||_Target ChEMBL ID: CHEMBL1994_||_ChEMBL Target Name: Mineralocorticoid receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL1167547,20101011,20200702,55245|25145083,103763718|123086577,4306,,P08235,Curation Efforts|Research and Development,20510622,0,,P08235,9606.0,212.0,,2.0,,,,,agonist,Mineralocorticoid receptor,False,False,False,False
897,684106,Confirmatory,antagonist activity at pr assessed as inhibition of progesterone-induced fluorescent labelled src1-4 recruitment after 2 to 4 hrs by tr-fret assay,"Title: 'True' antiandrogens-selective non-ligand-binding pocket disruptors of androgen receptor-coactivator interactions: novel tools for prostate cancer._||_Abstract: Prostate cancer (PCa) therapy typically involves administration of 'classical' antiandrogens, competitive inhibitors of androgen receptor (AR) ligands, dihydrotestosterone (DHT) and testosterone (tes), for the ligand-binding pocket (LBP) in the ligand-binding domain (LBD) of AR. Prolonged LBP-targeting leads to resistance, and alternative therapies are urgently required. We report the identification and characterization of a novel series of diarylhydrazides as selective disruptors of AR interaction with coactivators through application of structure and ligand-based virtual screening. Compounds demonstrate full ('true') antagonism in AR with low micromolar potency, selectivity over estrogen receptors α and β and glucocorticoid receptor, and partial antagonism of the progesterone receptor. MDG506 (5) demonstrates low cellular toxicity in PCa models and dose responsive reduction of classical antiandrogen-induced prostate specific antigen expression. These data provide compelling evidence for such non-LBP intervention as an alternative approach or in combination with classical PCa therapy.",Journal: J. Med. Chem._||_Year: 2012_||_Volume: 55_||_Issue: 4_||_First Page: 1635_||_Last Page: 1644_||_DOI: 10.1021/jm201438f_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: H - Homologous protein target assigned_||_Confidence: Homologous single protein target assigned,43,ChEMBL,CHEMBL2089656,20130516,20220830,135459005|135571931,160686283|160702566,5241,,P06401,Curation Efforts|Research and Development,22280402,0,,P06401,9606.0,,,2.0,,,,,antagonist,progesterone receptor,True,True,True,False
898,684107,Literature-derived,antagonist activity at pr assessed as inhibition of progesterone-induced fluorescent labelled src1-4 recruitment at 100 um after 2 to 4 hrs by tr-fret assay,"Title: 'True' antiandrogens-selective non-ligand-binding pocket disruptors of androgen receptor-coactivator interactions: novel tools for prostate cancer._||_Abstract: Prostate cancer (PCa) therapy typically involves administration of 'classical' antiandrogens, competitive inhibitors of androgen receptor (AR) ligands, dihydrotestosterone (DHT) and testosterone (tes), for the ligand-binding pocket (LBP) in the ligand-binding domain (LBD) of AR. Prolonged LBP-targeting leads to resistance, and alternative therapies are urgently required. We report the identification and characterization of a novel series of diarylhydrazides as selective disruptors of AR interaction with coactivators through application of structure and ligand-based virtual screening. Compounds demonstrate full ('true') antagonism in AR with low micromolar potency, selectivity over estrogen receptors α and β and glucocorticoid receptor, and partial antagonism of the progesterone receptor. MDG506 (5) demonstrates low cellular toxicity in PCa models and dose responsive reduction of classical antiandrogen-induced prostate specific antigen expression. These data provide compelling evidence for such non-LBP intervention as an alternative approach or in combination with classical PCa therapy.",Journal: J. Med. Chem._||_Year: 2012_||_Volume: 55_||_Issue: 4_||_First Page: 1635_||_Last Page: 1644_||_DOI: 10.1021/jm201438f_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: H - Homologous protein target assigned_||_Confidence: Homologous single protein target assigned,43,ChEMBL,CHEMBL2089657,20130516,20200630,135459005|135571931,160686283|160702566,5241,,P06401,Curation Efforts|Research and Development,22280402,0,,P06401,9606.0,,,2.0,,,,,antagonist,progesterone receptor,True,False,True,False
